Point,Point_name,Time,Average_Temp,Min_Temp,Max_Temp,Daily_precipitation,Average_wind_speed,Average_Humidity
152,Ulsan,4/18/2020,13.2,9,18.5,0.1,2.2,77.6
152,Ulsan,4/19/2020,11.4,10.2,14,26,2.5,90
152,Ulsan,4/20/2020,14.6,10.1,20.5,0.8,2.5,69.3
152,Ulsan,4/21/2020,12.1,6.8,18.8,,3.1,31.4
152,Ulsan,4/22/2020,8.8,4.3,15.1,,3.2,33
152,Ulsan,4/23/2020,9.9,4.1,15.3,,3,37.4
152,Ulsan,4/24/2020,11.9,5.2,17.5,,3.1,31.3
152,Ulsan,4/25/2020,15.9,8.7,21.4,,4.2,45.6
152,Ulsan,4/26/2020,12.5,8,18.9,,2.8,61.4
152,Ulsan,4/27/2020,12.7,6.1,19.3,,2.1,63.8
152,Ulsan,4/28/2020,13.8,6.9,19.9,,2,55.8
152,Ulsan,4/29/2020,16.7,10.1,24.3,,1.8,42.5
152,Ulsan,4/30/2020,19,9.5,25.5,,2.9,49.8
152,Ulsan,5/1/2020,21.9,15.6,28.4,,2.9,69.6
152,Ulsan,5/2/2020,21.6,16.7,28.5,,2,66.5
152,Ulsan,5/3/2020,16.8,15.8,19.9,7.2,1.3,96.6
152,Ulsan,5/4/2020,19.5,14.6,26.9,0.1,1.8,84
152,Ulsan,5/5/2020,15.4,13.5,18.6,,1.5,83.1
152,Ulsan,5/6/2020,16.7,12.4,21.8,,2.6,73.8
152,Ulsan,5/7/2020,14.5,10.7,19.4,,2.5,64.5
152,Ulsan,5/8/2020,16.7,9.2,22.2,0,2.1,73.6
152,Ulsan,5/9/2020,16.8,15.1,19.5,24.2,2.5,96.4
152,Ulsan,5/10/2020,19.4,15.3,25.4,,1.9,71.9
152,Ulsan,5/11/2020,21.6,15.3,28.7,,2.4,48.1
152,Ulsan,5/12/2020,19.9,15.9,25.3,,2.8,48.1
152,Ulsan,5/13/2020,18.6,11.3,25.3,,2.6,37.9
152,Ulsan,5/14/2020,20.5,13.9,26.8,,1.6,35.3
152,Ulsan,5/15/2020,16.2,14.3,19.5,11.8,1.5,85.8
152,Ulsan,5/16/2020,17.9,14.9,25.4,0.1,1.4,91.1
152,Ulsan,5/17/2020,18.1,15.9,22.4,,1.4,91.8
152,Ulsan,5/18/2020,17.1,16.3,18.4,4,1.1,97.5
152,Ulsan,5/19/2020,16.3,12.7,19.7,4.1,2.3,73.3
152,Ulsan,5/20/2020,13.8,10.5,19.2,,2.3,72.1
152,Ulsan,5/21/2020,14,12.4,18.3,,1.6,77
152,Ulsan,5/22/2020,14.1,10.5,19.4,,1.9,82.9
152,Ulsan,5/23/2020,16.6,11.7,22.5,,1.3,82.1
152,Ulsan,5/24/2020,20.9,13.2,27.5,,2.2,72
152,Ulsan,5/25/2020,20.1,15.6,25.5,,1.5,70.8
152,Ulsan,5/26/2020,19.8,17.3,25,,1.5,71.8
152,Ulsan,5/27/2020,19.2,15,24,,1.9,56.4
152,Ulsan,5/28/2020,19.6,13.1,26.3,,1.5,62.1
152,Ulsan,5/29/2020,18.9,13.5,23.7,,2.1,55.8
152,Ulsan,5/30/2020,19.6,13.9,24.4,,1.2,56.1
152,Ulsan,5/31/2020,20.1,15.9,24.5,0,1.9,72.1
152,Ulsan,6/1/2020,22.8,17.8,29.2,,1.8,58.5
152,Ulsan,6/2/2020,21.5,16.1,26.7,,1.7,44.1
152,Ulsan,6/3/2020,23.2,17.1,28.6,,1.7,63.4
152,Ulsan,6/4/2020,24.7,18.3,29.9,,1.5,70.4
152,Ulsan,6/5/2020,23.2,18.6,28.6,,1.9,67.8
152,Ulsan,6/6/2020,19.7,16.5,23.7,,1.9,76.3
152,Ulsan,6/7/2020,20.3,14.8,26.2,,1.6,59.9
152,Ulsan,6/8/2020,23.1,15.9,29.3,,1.1,46.3
152,Ulsan,6/9/2020,23.7,17.8,28.1,,1.4,66.5
152,Ulsan,6/10/2020,24.2,19.6,29.4,0,1.5,78.5
152,Ulsan,6/11/2020,23.7,20.7,29.3,29.1,1.5,89
152,Ulsan,6/12/2020,23.7,21.4,28.5,0.1,1.3,90.4
152,Ulsan,6/13/2020,22.7,19.9,27.7,24.8,1.3,94
152,Ulsan,6/14/2020,24.8,22.2,29,9.2,1.8,86.1
152,Ulsan,6/15/2020,25.4,20.2,31,,1.8,56.1
152,Ulsan,6/16/2020,22.7,18.5,28.1,,2.4,59.9
152,Ulsan,6/17/2020,21.8,16.9,26.2,0,1.1,68.8
152,Ulsan,6/18/2020,18.6,17.4,21,23.1,1.6,95.1
152,Ulsan,6/19/2020,21.2,18.4,25.4,0.5,2.7,81.3
152,Ulsan,6/20/2020,20.9,18.3,24.6,,1.8,81.5
152,Ulsan,6/21/2020,20,16,23.9,,2,83.5
152,Ulsan,6/22/2020,22.3,15.8,27.9,,1.2,76.8
152,Ulsan,6/23/2020,23.3,17.6,29,,1.4,74
152,Ulsan,6/24/2020,22.6,19,26,9.9,1.4,85.4
152,Ulsan,6/25/2020,22.7,20.1,26.3,11.7,1.3,96.5
152,Ulsan,6/26/2020,24.8,20.7,30.5,,1.6,75
152,Ulsan,6/27/2020,24.8,21.1,30.9,,1.3,74.6
152,Ulsan,6/28/2020,24.2,20.6,29.7,,1.6,79.6
152,Ulsan,6/29/2020,21.4,19.2,24.8,65.8,1.6,93.4
152,Ulsan,6/30/2020,23.9,19.8,27.9,44.4,3.5,77.5
152,Ulsan,7/1/2020,20.4,17.9,25.6,1.2,1.4,90.3
152,Ulsan,7/2/2020,21.7,17.6,25.9,,1.5,74.5
152,Ulsan,7/3/2020,20,18.4,21.4,3.5,1.8,89.6
152,Ulsan,7/4/2020,19.8,18.1,22.1,0,1.8,90.6
152,Ulsan,7/5/2020,21.6,17.7,26.3,,1.2,86.8
152,Ulsan,7/6/2020,22.4,19.7,25.4,,0.8,94.4
152,Ulsan,7/7/2020,24.3,20.6,29.8,,1.2,86.1
152,Ulsan,7/8/2020,24.3,20.5,28.6,,1.7,80.8
152,Ulsan,7/9/2020,22.1,20.2,25.7,0.4,1.8,90.9
152,Ulsan,7/10/2020,22.5,21,25.4,56.7,1.4,98
152,Ulsan,7/11/2020,22.5,20.4,26,,1.5,92.8
152,Ulsan,7/12/2020,19.7,18.4,20.7,26.5,1.6,97.5
152,Ulsan,7/13/2020,19.2,18.1,20.4,113.7,2.2,98
152,Ulsan,7/14/2020,19.5,18.6,20.8,1.6,1.4,93.8
152,Ulsan,7/15/2020,18.9,17.9,21,0.6,1.1,95
152,Ulsan,7/16/2020,20,16.2,24.9,,1.8,84.8
152,Ulsan,7/17/2020,20.1,15.6,24.4,,1.9,85.5
152,Ulsan,7/18/2020,21.2,17,24.2,,1.3,87
152,Ulsan,7/19/2020,23.5,20.6,26.8,0.2,1,96.5
152,Ulsan,7/20/2020,27.8,25.9,30.5,0,3.7,82
152,Ulsan,7/21/2020,26.1,22.7,31.5,2.8,1.7,75.8
152,Ulsan,7/22/2020,22.2,21.5,24.4,64.4,1,98
152,Ulsan,7/23/2020,21.5,20.8,22.7,108.5,1.8,98
152,Ulsan,7/24/2020,22.5,20.5,25.7,10.5,2.2,89.4
152,Ulsan,7/25/2020,22,20.5,25.5,2.4,1.5,93.9
152,Ulsan,7/26/2020,24.1,20.2,28.3,,1.5,87.4
152,Ulsan,7/27/2020,22.6,21.3,25,43.7,1.3,96.6
152,Ulsan,7/28/2020,21.9,21,23.9,33.5,0.8,97.8
152,Ulsan,7/29/2020,23,21.8,23.9,8,0.8,98
152,Ulsan,7/30/2020,22.7,20.9,26.2,20.1,1.2,96.9
152,Ulsan,7/31/2020,26.1,21.2,32,0,1.1,87.6
152,Ulsan,8/1/2020,28.2,24.4,33.3,,2,79.1
152,Ulsan,8/2/2020,28.3,26,31.9,,2.8,77.9
152,Ulsan,8/3/2020,28.3,26.1,31.7,,2.8,77.6
152,Ulsan,8/4/2020,28.2,25.1,32.3,,2.9,79
152,Ulsan,8/5/2020,28.1,24.3,32,,2.7,81
152,Ulsan,8/6/2020,27.4,25.9,29.1,0.6,3.4,87.3
152,Ulsan,8/7/2020,25.3,22.7,29.2,30.1,1.6,95.3
152,Ulsan,8/8/2020,24.2,23,26.3,35.5,1.3,98
152,Ulsan,8/9/2020,27.1,23,31.6,0.3,3.3,86.6
152,Ulsan,8/10/2020,26.7,23.9,29.2,4.5,3,92.3
152,Ulsan,8/11/2020,27.5,23.8,32.5,1.6,3.1,86.1
152,Ulsan,8/12/2020,26.9,24.3,31.3,4.1,1.5,93.1
152,Ulsan,8/13/2020,29.3,25.3,33.8,,2.5,78.5
152,Ulsan,8/14/2020,29.9,26.8,33.9,,3.5,75.6
152,Ulsan,8/15/2020,30.5,26.3,35.5,,2,73.9
152,Ulsan,8/16/2020,30,25.6,34.7,,1.6,71.3
152,Ulsan,8/17/2020,28.3,25,34.4,,1.3,81.1
152,Ulsan,8/18/2020,28.1,23.8,34.1,,1.2,80.4
152,Ulsan,8/19/2020,29.5,23.8,34.9,,1.3,72
152,Ulsan,8/20/2020,27.9,24,34.2,,2,73.4
152,Ulsan,8/21/2020,25.7,22.6,30.6,,1.6,86.1
152,Ulsan,8/22/2020,25.3,22.7,29.6,,1.7,87.4
152,Ulsan,8/23/2020,26.2,22.7,30.4,2.3,1.2,83.6
152,Ulsan,8/24/2020,27,23,31.8,,1.5,85.4
152,Ulsan,8/25/2020,28.4,23.5,33.2,,1.2,82.1
152,Ulsan,8/26/2020,28.7,27.3,31.8,,2.8,84
152,Ulsan,8/27/2020,27.4,25.2,30.3,7.2,3.1,90.1
152,Ulsan,8/28/2020,27.1,25.2,30.6,37.4,2.1,91
152,Ulsan,8/29/2020,28.5,24.5,32.9,0,2,80.1
152,Ulsan,8/30/2020,27.2,24.5,33,,1.6,84.8
152,Ulsan,8/31/2020,24.5,23.5,27.1,13.5,2.7,87.8
152,Ulsan,9/1/2020,24.8,22.5,26.9,0,1.9,90
152,Ulsan,9/2/2020,27,25.3,29,16.9,3.4,92
152,Ulsan,9/3/2020,26.7,22.6,30.2,39.2,5.5,68.9
152,Ulsan,9/4/2020,24.1,18.7,29.9,,1.8,68
152,Ulsan,9/5/2020,19.4,17.3,22,30.5,1.3,98
152,Ulsan,9/6/2020,19.9,17.8,20.9,15.4,3.7,96.5
152,Ulsan,9/7/2020,22.9,20.3,24.9,118.4,5.7,85.9
152,Ulsan,9/8/2020,24.9,21.6,28.6,,3.5,73
152,Ulsan,9/9/2020,24.1,20.3,28.8,0.8,1.9,78.4
152,Ulsan,9/10/2020,23.6,20.5,28.4,0,1.3,79.1
152,Ulsan,9/11/2020,21.7,19.9,25.8,8.3,2.2,93.3
152,Ulsan,9/12/2020,20.1,18.7,22,4.6,3,91.8
152,Ulsan,9/13/2020,19.4,18.1,22.6,,2,85.6
152,Ulsan,9/14/2020,21.2,16.9,27.2,,1.2,84.9
152,Ulsan,9/15/2020,22.1,18.4,27,,1.6,82.5
152,Ulsan,9/16/2020,21.5,19.8,24.1,4.8,1.2,95.1
152,Ulsan,9/17/2020,21,17.7,23.8,1.9,1.1,93.3
152,Ulsan,9/18/2020,19.8,17.2,24.8,0.9,1.3,84.3
152,Ulsan,9/19/2020,20.8,13.8,27,,1.8,64.5
152,Ulsan,9/20/2020,20.1,14.9,25.9,,2.2,55.1
152,Ulsan,9/21/2020,18.4,12.3,23.5,,1.8,71.6
152,Ulsan,9/22/2020,18.7,16.5,21.6,0,2.8,74.5
152,Ulsan,9/23/2020,19.8,17.5,22.7,0,3.3,78.5
152,Ulsan,9/24/2020,20.1,18.5,23.2,0,3.2,77.5
152,Ulsan,9/25/2020,19.5,17.8,22.7,1.1,3.3,79.1
152,Ulsan,9/26/2020,19.6,17.2,23.2,0,3.4,72.4
152,Ulsan,9/27/2020,18.5,16.2,22.6,0.2,2.8,80
152,Ulsan,9/28/2020,17.5,13.4,22,,1.8,80
152,Ulsan,9/29/2020,18.5,13.4,24.3,,1.7,75.6
152,Ulsan,9/30/2020,18.5,14.6,23.6,,2,79.3
152,Ulsan,10/1/2020,18.1,14.3,22.5,,1.7,86.6
152,Ulsan,10/2/2020,20,14.2,25.7,,1.4,80.3
152,Ulsan,10/3/2020,21.1,17.7,26.1,0,1.3,79.5
152,Ulsan,10/4/2020,21.1,18.7,26.1,0.4,1.6,74.4
152,Ulsan,10/5/2020,15.8,11.5,20.2,,2.7,42.8
152,Ulsan,10/6/2020,15.8,11.4,20.9,,2.3,62.5
152,Ulsan,10/7/2020,17.7,13.4,21,0,2.9,68.9
152,Ulsan,10/8/2020,17.9,17,19.8,,4.3,59
152,Ulsan,10/9/2020,18.5,17.6,20.9,,4.4,60.4
152,Ulsan,10/10/2020,17.3,15,20,0,3.1,73
152,Ulsan,10/11/2020,16.4,13.3,19.9,,2,79.1
152,Ulsan,10/12/2020,17.2,12.3,23.3,,1.4,75.8
152,Ulsan,10/13/2020,16.3,12,21.5,,2.3,54.6
152,Ulsan,10/14/2020,15.2,10.9,20.9,,2.3,51.4
152,Ulsan,10/15/2020,14.8,10.2,20,,2.5,62.6
152,Ulsan,10/16/2020,15.6,12.4,18.8,0,1.8,78.5
152,Ulsan,10/17/2020,14.9,10.9,20.5,,2.1,69.6
152,Ulsan,10/18/2020,14.6,9.2,21.5,,1.5,63.6
152,Ulsan,10/19/2020,15.7,11,21.1,,2,61.5
152,Ulsan,10/20/2020,15.3,10.1,21.3,,1.7,76.1
152,Ulsan,10/21/2020,15.5,11.2,20.2,7.4,1.3,84
152,Ulsan,10/22/2020,14.9,12.4,17.9,11.1,1.9,83.1
152,Ulsan,10/23/2020,12,8.6,17,,3,44.1
152,Ulsan,10/24/2020,11.7,7,17,,2.6,38.3
152,Ulsan,10/25/2020,14.8,8.9,20.6,,2.1,46.6
152,Ulsan,10/26/2020,14.4,9.7,21.3,,1.9,60.4
152,Ulsan,10/27/2020,15,9.1,22,,1.5,69.8
152,Ulsan,10/28/2020,15.9,11.9,21.5,0,1.4,53.1
152,Ulsan,10/29/2020,13.4,9.4,19.4,,2.3,57.3
152,Ulsan,10/30/2020,13.3,8.9,18,,2.4,68
152,Ulsan,10/31/2020,13,7.9,19.1,,1.4,67.3
152,Ulsan,11/1/2020,13.3,10.1,15.7,0.1,1.2,82
152,Ulsan,11/2/2020,13.4,8.4,17.7,4.5,1.5,64.1
152,Ulsan,11/3/2020,7.9,4.8,11.2,,2.6,42.6
152,Ulsan,11/4/2020,7.5,4.1,13.5,,2.4,33.1
152,Ulsan,11/5/2020,10.8,3.8,17.4,,1.9,39.8
152,Ulsan,11/6/2020,13.8,9.6,17.7,0,1,63.3
152,Ulsan,11/7/2020,17,13.3,22.7,,1.6,59.3
152,Ulsan,11/8/2020,13.4,7.5,18.8,,2.5,29.9
152,Ulsan,11/9/2020,8.1,3.8,13.1,,2.9,30.3
152,Ulsan,11/10/2020,8.8,4.4,15,,1.6,51
152,Ulsan,11/11/2020,10.6,5.1,16.6,,1.6,57.1
152,Ulsan,11/12/2020,12,6,19,,1.1,74.4
152,Ulsan,11/13/2020,13.9,7,20.1,,2,58.1
152,Ulsan,11/14/2020,13.1,9,17.9,,2,74.8
152,Ulsan,11/15/2020,14.2,9.9,20.6,,1.7,66
152,Ulsan,11/16/2020,14.3,9,19.7,,2.3,67.6
152,Ulsan,11/17/2020,16.1,10.7,21.1,0,1.1,84.6
152,Ulsan,11/18/2020,18.5,14,23,1.5,1.5,90
152,Ulsan,11/19/2020,19.6,14.5,23.1,30.5,3.6,88.6
152,Ulsan,11/20/2020,10.8,5.5,14.9,,2.5,63.9
152,Ulsan,11/21/2020,8.7,2.5,12.3,,2.2,75.8
152,Ulsan,11/22/2020,9.8,8.7,12,1.1,2.1,80.6
152,Ulsan,11/23/2020,6.6,3.3,11.9,,2.6,48.8
152,Ulsan,11/24/2020,7.8,2.6,14.8,,2.1,57.5
152,Ulsan,11/25/2020,9.1,5.9,14.4,,2.9,41.5
152,Ulsan,11/26/2020,9.2,6,13.8,,1.9,66.1
152,Ulsan,11/27/2020,9.1,3.9,13.2,0,2.5,57.8
152,Ulsan,11/28/2020,4.2,1.9,8.4,,3.5,41.9
152,Ulsan,11/29/2020,3.9,0.2,8.4,,2.8,52.1
152,Ulsan,11/30/2020,4.3,0.9,8.9,,2.7,42.4
152,Ulsan,12/1/2020,4.8,0.2,11,,2.4,49.9
152,Ulsan,12/2/2020,6.3,2.8,12.1,,2.3,42.1
152,Ulsan,12/3/2020,5.4,2.2,9.7,,2.6,37.6
152,Ulsan,12/4/2020,3.4,-0.6,9,,2.9,38
152,Ulsan,12/5/2020,4.6,0,9.7,,2.1,52.6
152,Ulsan,12/6/2020,6.4,2.4,12.2,,1.8,52.1
152,Ulsan,12/7/2020,6.7,2.8,12.7,,1.9,58.4
152,Ulsan,12/8/2020,3.1,0.4,7.4,,2.5,44.1
152,Ulsan,12/9/2020,4.3,-1,10.8,,2,32.9
152,Ulsan,12/10/2020,7.1,2.5,12,,1.6,45.1
152,Ulsan,12/11/2020,8.5,3.1,12.8,,1.7,59.4
152,Ulsan,12/12/2020,6.7,1.5,9.5,,2.2,42.1
152,Ulsan,12/13/2020,5.5,0.3,11.6,0,2.6,43.3
152,Ulsan,12/14/2020,-2,-5.1,1.1,,3.4,23.4
152,Ulsan,12/15/2020,-3.6,-6.8,-0.4,,3.3,30.9
152,Ulsan,12/16/2020,-2.9,-5.2,0.2,,3.1,34
152,Ulsan,12/17/2020,-0.7,-5.8,4.7,,3.1,33.1
152,Ulsan,12/18/2020,2.2,-2.6,8.1,,1.7,47.1
152,Ulsan,12/19/2020,-0.1,-2.9,3.2,,3.2,27.4
152,Ulsan,12/20/2020,1.1,-2.4,5.5,,2.9,36.8
152,Ulsan,12/21/2020,2.5,-2.2,6.7,,2.6,51.6
152,Ulsan,12/22/2020,4.7,-0.5,9.8,,1.7,52.9
152,Ulsan,12/23/2020,5.2,-0.3,10.2,,1.7,55.9
152,Ulsan,12/24/2020,7.8,2.5,12.8,,2,41.9
152,Ulsan,12/25/2020,2.3,-1,6.6,,2.5,44.3
152,Ulsan,12/26/2020,3.8,-2.5,10.7,,1.6,52.9
152,Ulsan,12/27/2020,5.5,1.7,10.2,1.4,1.1,73.3
152,Ulsan,12/28/2020,7.6,3.6,14.1,,1.7,72.1
152,Ulsan,12/29/2020,7,1.6,15.6,4.3,2.1,74.6
152,Ulsan,12/30/2020,-4.3,-8,1.8,0,4.4,45.9
152,Ulsan,12/31/2020,-3.8,-8.9,1.5,,3.3,44.8
152,Ulsan,1/1/2021,-0.8,-7.2,4,,2,55.8
152,Ulsan,1/2/2021,-0.1,-2.9,3.1,,2.3,44.8
152,Ulsan,1/3/2021,-0.3,-2.9,3,,2.8,32.9
152,Ulsan,1/4/2021,0.8,-4.3,6.5,,2,47
152,Ulsan,1/5/2021,0.8,-4.5,5.8,,2,44
152,Ulsan,1/6/2021,-3.2,-7.6,1,,3,42.9
152,Ulsan,1/7/2021,-7.2,-10.9,-0.9,0.2,4.1,31.5
152,Ulsan,1/8/2021,-8.7,-12.2,-4.5,,3.3,35.5
152,Ulsan,1/9/2021,-6.4,-10.6,-2,,3.7,38.3
152,Ulsan,1/10/2021,-3.2,-8.7,1.9,,2.8,44.1
152,Ulsan,1/11/2021,-1.1,-5.1,3,,1.9,54.1
152,Ulsan,1/12/2021,0.1,-4.9,5.8,,2,49.1
152,Ulsan,1/13/2021,5.9,-3.3,11.6,,2.1,52.9
152,Ulsan,1/14/2021,6.8,0.2,13.2,,1.6,57.4
152,Ulsan,1/15/2021,10.8,2.8,16.3,,2.3,67.3
152,Ulsan,1/16/2021,3.5,-0.9,13.3,,3.1,42.1
152,Ulsan,1/17/2021,-1.7,-4.1,1.5,,4.2,29.9
152,Ulsan,1/18/2021,0.7,-4.1,5.5,,2.4,50.9
152,Ulsan,1/19/2021,-1.9,-6.4,3.7,,2.2,37.3
152,Ulsan,1/20/2021,3.6,-3.7,10.1,,1.2,54
152,Ulsan,1/21/2021,7.4,-1.3,13.6,0.6,1.2,75
152,Ulsan,1/22/2021,9.5,7.1,11.2,2.3,1.3,94.6
152,Ulsan,1/23/2021,10.1,9.4,11.5,6.3,3.5,82.3
152,Ulsan,1/24/2021,8.9,8,9.9,0,3,71.6
152,Ulsan,1/25/2021,8.8,7.5,11.3,,2.2,70.4
152,Ulsan,1/26/2021,6.7,5.4,8.9,11.1,2.1,90.6
152,Ulsan,1/27/2021,5.6,2.9,10.4,,2.4,59.4
152,Ulsan,1/28/2021,3.1,-3.6,11.9,0.1,3.1,53.9
152,Ulsan,1/29/2021,-3.5,-7,0.2,,3.3,28.6
152,Ulsan,1/30/2021,2.5,-6.4,9.7,,1.9,43.6
152,Ulsan,1/31/2021,6.9,-0.3,11.7,,2.5,41.4
152,Ulsan,2/1/2021,10.6,9,13.1,12.1,2.5,75.9
152,Ulsan,2/2/2021,0.9,-3.5,9.2,,3.3,27.5
152,Ulsan,2/3/2021,-0.2,-4.6,5.1,,2,34.4
152,Ulsan,2/4/2021,3.6,0.6,7.6,0,2.8,32.1
152,Ulsan,2/5/2021,5.3,-1.3,11,,2.2,28.3
152,Ulsan,2/6/2021,8.7,0.7,15.5,,1.2,38.5
152,Ulsan,2/7/2021,9,4,14.7,,2,55.1
152,Ulsan,2/8/2021,1.5,-2.2,7.1,,3.1,26.3
152,Ulsan,2/9/2021,2.1,-3.8,8.1,,2.4,29
152,Ulsan,2/10/2021,6.2,-0.1,12.4,,2.5,37.1
152,Ulsan,2/11/2021,6.9,2.9,11.8,,1.9,66.8
152,Ulsan,2/12/2021,9.3,4,16,,1.1,68.3
152,Ulsan,2/13/2021,10.6,3.6,18.7,,1.3,57.6
152,Ulsan,2/14/2021,10.8,7.1,13.4,9,0.9,95
152,Ulsan,2/15/2021,8,0.6,14.1,0.5,3.2,56
152,Ulsan,2/16/2021,1.1,-3.2,6.9,0,2.8,40.8
152,Ulsan,2/17/2021,-3.9,-5.9,-0.8,,4.5,31
152,Ulsan,2/18/2021,-3.9,-7.9,0.6,,3.3,45.8
152,Ulsan,2/19/2021,5.1,-4.1,13.1,,2.4,40.8
152,Ulsan,2/20/2021,13.3,7,19.8,,3.8,49
152,Ulsan,2/21/2021,16.6,10.1,23.4,,3.4,40.1
152,Ulsan,2/22/2021,16.5,10,23.9,,3.1,38.5
152,Ulsan,2/23/2021,6.2,1.7,12.6,,2.6,32
152,Ulsan,2/24/2021,6,2.6,10.7,,2.3,51.3
152,Ulsan,2/25/2021,7.1,2.4,11.4,3.8,1.4,80
152,Ulsan,2/26/2021,8.8,6.4,11.4,3.4,3,70.6
152,Ulsan,2/27/2021,7,5.7,8.3,,3.2,62.5
152,Ulsan,2/28/2021,9.7,3.6,14.4,,1.6,77.3
152,Ulsan,3/1/2021,11.3,4.1,16,60.3,2.6,94.6
152,Ulsan,3/2/2021,2.5,0.5,5.1,6.4,3.2,84
152,Ulsan,3/3/2021,4.7,-0.8,9.4,,1.6,69.9
152,Ulsan,3/4/2021,8.3,2.7,13.7,1.4,1.5,79.8
152,Ulsan,3/5/2021,11.5,8,17.1,0.2,1.8,86
152,Ulsan,3/6/2021,6.9,3.6,12.3,1.4,3.2,80.4
152,Ulsan,3/7/2021,5.2,3.2,8.7,0,2.3,72
152,Ulsan,3/8/2021,6.2,0.8,12,,2,74.3
152,Ulsan,3/9/2021,8.8,3.3,15.1,,1.7,68.5
152,Ulsan,3/10/2021,8.6,4.3,12.5,,2.9,55.8
152,Ulsan,3/11/2021,9.3,2,15.4,,1.5,71.3
152,Ulsan,3/12/2021,9.4,8.1,11.3,29.4,3.1,95.8
152,Ulsan,3/13/2021,9.8,7.4,13.9,,2.8,72.4
152,Ulsan,3/14/2021,10.5,4.9,17,,1.7,72.9
152,Ulsan,3/15/2021,12.8,5.5,18.2,,2.3,64.9
152,Ulsan,3/16/2021,15.3,8.5,21.6,0.5,2.2,60.8
152,Ulsan,3/17/2021,10,5.6,14.9,,2.3,74.1
152,Ulsan,3/18/2021,9.8,5.4,13.8,,2.4,74.4
152,Ulsan,3/19/2021,10.9,9.2,14.4,,2.7,69.4
152,Ulsan,3/20/2021,10.3,9,11.8,4.1,1.9,93.5
152,Ulsan,3/21/2021,9.7,5.3,13.2,0.4,3.2,56.5
152,Ulsan,3/22/2021,7.7,3.6,12.9,,4.1,36.4
152,Ulsan,3/23/2021,11.8,3.8,18.1,,2.6,36.9
152,Ulsan,3/24/2021,13.2,7.1,18.5,,2.4,49.6
152,Ulsan,3/25/2021,13.5,9.1,19.5,,2.2,52.1
152,Ulsan,3/26/2021,14.6,9.8,20.8,,1.9,52
152,Ulsan,3/27/2021,13.5,7.8,18,23.6,2.1,85.9
152,Ulsan,3/28/2021,17.4,13.6,21.9,11.2,2.8,67.3
152,Ulsan,3/29/2021,16.3,13,20.1,,2.3,43.6
152,Ulsan,3/30/2021,13.1,9.2,20.5,,2.1,43.3
152,Ulsan,3/31/2021,12.4,6.1,19.1,,1.7,67
152,Ulsan,4/1/2021,13.4,10.2,16.8,,3.2,66
152,Ulsan,4/2/2021,13.9,11.9,18.4,0,2.7,76.3
152,Ulsan,4/3/2021,14.7,10.6,19.8,32.5,1.3,92.6
152,Ulsan,4/4/2021,9.9,8.2,13.4,18,3.2,82.4
152,Ulsan,4/5/2021,10.1,5.2,14.7,,3.1,55.3
152,Ulsan,4/6/2021,11.8,4.5,19.1,,1.6,60.8
152,Ulsan,4/7/2021,14.7,11.4,19.2,,2.7,46.5
152,Ulsan,4/8/2021,12.9,9.8,18.1,,2.5,61.1
152,Ulsan,4/9/2021,9,6.6,13.8,5.1,2.1,79.9
152,Ulsan,4/10/2021,8.9,3.1,14.1,,1.9,68.5
152,Ulsan,4/11/2021,12.1,4.8,18.8,,1.3,63
152,Ulsan,4/12/2021,13.2,9.6,15.8,15.4,1.7,92.1
152,Ulsan,4/13/2021,16.9,10.1,21,2.8,3,66.1
152,Ulsan,4/14/2021,10.4,6.5,16.8,,2.9,49.1
152,Ulsan,4/15/2021,11.3,5.7,16.6,,2,48.9
152,Ulsan,4/16/2021,14.4,6.3,21.1,,2.3,72.4
152,Ulsan,4/17/2021,13.9,9.2,19.3,0,2.5,52.5
152,Ulsan,4/18/2021,11.8,7.3,17.2,,2.5,46.9
152,Ulsan,4/19/2021,17.1,9.5,23.6,,2.6,27.6
152,Ulsan,4/20/2021,17.5,12.5,25.2,,2.4,40.3
152,Ulsan,4/21/2021,17.3,10.3,25.7,,1.2,55.1
152,Ulsan,4/22/2021,18.2,12.7,25.4,,1.8,48.8
152,Ulsan,4/23/2021,15.4,13,18.5,0,3,62
152,Ulsan,4/24/2021,14.7,11.4,18.4,,2.5,73.9
152,Ulsan,4/25/2021,13.4,10.4,17,,2.8,67.5
156,Gwangju,4/1/2020,10.7,6.6,17.7,0,1.9,50.1
156,Gwangju,4/2/2020,10.6,4.8,18.5,,1.3,42.5
156,Gwangju,4/3/2020,10.9,3.9,18.4,,1.3,35.9
156,Gwangju,4/4/2020,8.9,4.4,17.3,,1.8,45.6
156,Gwangju,4/5/2020,7.8,2.9,14.8,,1.7,37.1
156,Gwangju,4/6/2020,9.6,1.6,17.9,,1.2,41
156,Gwangju,4/7/2020,12.1,6,20,,1.5,50.5
156,Gwangju,4/8/2020,11.1,7.1,16.7,,1.5,32.8
156,Gwangju,4/9/2020,9.8,4.6,16.1,,1.2,39.1
156,Gwangju,4/10/2020,10.7,7,16.6,,1.6,48.6
156,Gwangju,4/11/2020,7.8,5.8,10.8,5.3,1.3,79.9
156,Gwangju,4/12/2020,8.6,4.7,15.6,1.5,1.3,77.9
156,Gwangju,4/13/2020,9.5,5.2,14.8,,1.7,56.9
156,Gwangju,4/14/2020,12.5,4.4,21.4,,1.1,41.9
